Invoice,Order_Revenue,Items_in_Order,Unique_Products
506472,710.4399999999999,250,27
506475,108.43,21,6
506478,396.0,240,12
506487,1354.5,851,37
506494,304.47999999999996,60,6
506496,333.75,330,12
506555,1637.6200000000001,786,50
506556,164.74,75,47
506557,129.6,96,2
506558,124.92999999999999,103,21
506560,405.38,270,27
506561,99.6,72,5
506562,301.34,222,22
506564,306.57000000000005,137,18
506565,145.0,100,1
506566,469.67,334,55
506569,340.5,284,11
506570,181.95000000000002,83,9
506572,455.14,152,66
506573,294.3,191,15
506574,112.45,43,15
506575,59.4,36,1
506578,395.35,151,19
506579,1388.54,798,36
506581,2292.48,1536,12
506600,155.9,85,27
506603,430.0,140,2
506604,456.69,235,24
506606,29.55,9,2
506609,172.10999999999999,85,48
506615,938.7900000000001,413,47
506669,146.56,386,21
506673,255.32,170,60
506675,272.32,160,10
506676,186.1,92,10
506677,77.46,130,6
506678,34.0,4,1
506679,175.2,16,1
506680,167.64,170,10
506681,410.4,288,14
506682,411.46000000000004,294,24
506683,206.49,106,11
506684,978.68,448,23
506685,136.2,60,6
506686,126.57,58,14
506687,612.5,450,2
506688,131.83,67,30
506689,205.57,91,29
506690,119.0,70,9
506691,142.20000000000002,84,3
506692,168.55,84,19
506693,127.05,76,8
506694,118.05,51,7
506695,127.21000000000001,41,19
506696,129.79,49,7
506697,334.88,132,19
506698,311.32,122,20
506699,206.2,94,11
506700,1381.98,726,74
506701,420.46,153,16
506702,160.5,114,9
506705,176.73,124,20
506706,136.13,59,46
506707,1098.27,631,42
506708,306.91,127,51
506709,403.27,242,106
506710,611.5,302,21
506711,115.4,65,30
506712,231.85000000000002,89,10
506713,133.8,73,4
506714,75.84,35,5
506715,1021.91,233,31
506716,150.95,86,47
506717,464.4,175,11
506718,382.3,200,22
506720,292.68,142,13
506721,539.25,362,28
506723,202.78,154,11
506726,381.46,180,23
506729,156.3,42,10
506730,694.66,434,52
506731,269.34,498,13
506735,374.5,127,20
506740,269.34,1,1
506741,958.89,1015,22
506742,46.08,72,1
506743,303.85,87,12
506744,24.8,12,3
506747,292.03000000000003,153,15
506754,651.53,299,39
506755,63.5,10,1
506781,992.04,328,27
506785,292.75,105,16
506794,405.1,198,23
506812,120.83,179,11
506818,328.16,290,29
506820,725.25,441,28
506821,285.51,153,18
506822,69.75,15,1
506830,306.93,64,30
506831,853.35,425,49
506834,785.52,376,18
506837,108.88,75,19
506839,1126.0,561,2
506840,1008.95,705,47
506841,163.2,64,1
506842,933.72,518,120
506843,459.55,195,24
506857,107.69,38,23
506858,449.06,278,25
506859,1.65,1,1
506860,728.84,452,33
506861,121.71000000000001,49,5
506862,96.30000000000001,26,3
506863,289.87,109,12
506865,351.89,155,40
506870,198.03,179,17
506873,337.73,261,22
506876,426.85,173,20
506878,129.35,13,4
506880,373.18,112,20
506887,160.10000000000002,52,6
506889,76.02000000000001,46,4
506891,115.2,720,1
506894,508.20000000000005,156,2
506895,237.74,148,14
506897,243.08,120,17
506898,301.9,186,18
506900,920.3100000000001,375,51
506901,105.35,33,5
506902,233.45000000000002,201,10
506905,415.5,66,4
506906,309.56,428,15
506907,396.3,228,22
506909,250.92000000000002,204,7
506920,468.64000000000004,240,24
506947,145.28,60,15
506948,130.5,56,13
506949,165.60000000000002,96,4
506950,167.10000000000002,102,4
506951,187.4,38,6
506953,132.15,49,5
506954,796.6,117,9
506956,317.29,200,51
506957,127.82000000000001,34,8
506958,213.74,89,20
506960,79.2,144,2
506961,365.48,158,17
506962,691.03,145,31
506963,952.4100000000001,1415,18
506964,1215.6100000000001,897,25
506965,503.45,439,30
506974,260.20000000000005,218,9
506976,606.8100000000001,672,43
506977,37.980000000000004,18,2
506981,818.55,453,14
506982,321.06,118,8
506984,153.3,84,11
506985,126.59,84,27
506986,192.05,133,4
506991,465.84000000000003,432,4
506992,566.86,258,70
506993,311.15,57,4
506997,324.67,125,19
507000,888.85,541,39
507001,94.53,57,4
507002,250.3,120,14
507003,124.73,47,7
507005,868.3200000000002,984,4
507006,642.5699999999999,248,39
507017,27.65,15,8
507018,17.700000000000003,6,1
507020,186.72,292,23
507021,349.5,10,1
507026,331.54999999999995,139,12
507027,364.5,50,6
507028,841.1700000000001,461,53
507029,804.76,412,49
507032,60.199999999999996,28,4
507034,256.8,144,12
507035,315.82,154,13
507036,147.68,106,11
507038,472.11,273,22
507039,166.89,39,12
507040,15.0,4,1
507041,1031.9,706,9
507042,247.98,84,29
507045,142.08,80,4
507046,144.3,22,5
507047,235.64000000000001,148,7
507048,275.8,16,4
507049,15.3,6,1
507050,310.83,284,23
507051,471.76,276,15
507052,302.35,161,14
507053,115.4,20,3
507054,217.6,84,12
507056,307.64,388,6
507058,348.85,121,17
507059,107.69999999999999,54,3
507060,662.25,1,1
507061,396.2,1,1
507062,1224.36,156,7
507063,528.32,208,30
507064,855.38,398,49
507091,307.62,202,13
507113,302.3,128,7
507114,307.65999999999997,82,10
507115,385.62,228,10
507117,80.74,109,4
507119,63.5,10,1
507120,385.43,427,31
507121,269.48,117,49
507122,6564.37,4557,80
507124,201.68,128,30
507125,153.15,50,17
507127,101.33,173,4
507128,406.55,59,31
507129,129.09,45,30
507130,512.4300000000001,244,29
507132,699.17,429,26
507133,502.94,224,54
507148,461.62,266,26
507149,671.64,224,25
507150,512.3000000000001,222,26
507151,575.68,232,11
507152,370.21,123,12
507153,311.94,169,15
507156,593.49,308,33
507157,424.13,166,48
507158,948.13,732,41
507159,114.21000000000001,38,17
507160,135.04000000000002,232,8
507161,174.59,97,12
507163,414.87,167,12
507166,247.83,79,15
507170,207.01999999999998,164,13
507176,750.28,561,47
507178,12569.48,8396,75
507179,4751.16,2692,35
507180,310.15999999999997,54,21
507181,681.36,696,3
507183,140.68,71,13
507186,398.4,196,24
507193,595.1800000000001,726,20
507194,533.8,338,32
507196,23.4,36,1
507197,20.4,24,1
507199,168.29,123,17
507205,350.38,94,19
507206,673.86,394,27
507207,271.75,147,14
507208,165.85000000000002,99,12
507210,2576.62,1476,143
507211,47.7,6,2
507212,88.0,32,1
507213,264.13,107,15
507216,477.8,138,12
507218,240.63,178,37
507223,151.97,179,36
507227,898.45,575,37
507228,177.94,122,51
507229,178.94,107,41
507231,117.30000000000001,46,6
507232,354.24,336,14
507233,364.32,936,13
507234,207.3,110,6
507235,6361.97,6846,250
507236,60.0,48,1
507237,69.84,60,3
507238,371.11,237,24
507239,12.6,6,1
507240,446.22,618,26
507241,312.5,190,12
507242,390.0,144,6
507243,314.59000000000003,205,16
507244,1051.1999999999998,96,1
507245,951.0,636,3
507246,2121.3599999999997,1524,3
507247,111.0,48,3
507248,754.8000000000001,408,1
507249,255.0,100,1
507250,42.5,50,1
507251,244.8,96,1
507252,394.85,284,26
507253,2085.0,1300,11
507254,108.0,432,1
507255,131.15,36,5
507256,178.07,138,43
507258,610.6,304,24
507259,760.65,423,15
507260,355.95,269,12
507261,337.33,140,29
507266,156.85000000000002,47,11
507269,554.7,298,15
507270,20.16,48,1
507272,75.0,60,1
507273,333.2,392,1
507275,210.1,130,13
507279,414.85,137,17
507280,35.1,18,1
507281,922.84,392,27
507282,372.0,256,12
507283,29.96,4,1
507285,336.8,184,4
507286,358.22,226,5
507287,386.6,148,3
507288,83.42,68,24
507289,574.44,220,116
507290,154.21,93,28
507291,44.85,6,6
507295,267.9,188,16
507296,429.47,153,16
507297,305.7,198,18
507306,1857.0,1090,22
507315,435.16,282,21
507340,313.0,180,2
507356,327.07,153,21
507357,20.4,24,1
507359,1023.74,573,62
507360,561.52,360,7
507364,121.8,78,25
507366,290.4,240,5
507367,204.4,128,13
507368,111.95,66,15
507369,768.03,328,76
507370,175.25,59,11
507371,242.4,92,5
507372,553.92,156,28
507373,179.0,58,23
507374,576.0,196,16
507375,159.4,34,5
507376,591.82,339,133
507377,285.83,185,47
507378,100.16,48,5
507379,504.41999999999996,94,7
507380,240.44,106,54
507381,440.34999999999997,449,12
507382,380.7,188,17
507383,184.02,194,13
507385,176.63,131,14
507386,1063.8799999999999,728,24
507387,244.5,150,52
507388,711.23,308,97
507389,117.65,36,7
507390,363.9,202,20
507391,343.44,200,136
507392,42.5,50,1
507393,2814.41,1147,106
507394,295.65,121,28
507395,115.51,55,15
507396,956.9300000000001,317,35
507397,186.98000000000002,64,11
507398,150.21,48,17
507399,1438.19,729,24
507400,85.59,49,23
507401,228.56,227,35
507402,88.48,12,3
507403,194.99,92,40
507404,6.5,4,4
507405,266.95,77,12
507407,667.45,295,26
507408,487.08,182,16
507409,34.7,10,2
507410,22.5,18,5
507411,277.48,56,9
507412,178.3,72,8
507413,111.94,75,20
507414,799.36,672,44
507416,403.39,179,24
507417,823.36,550,52
507418,141.35000000000002,97,6
507419,409.92,306,22
507420,174.17000000000002,65,29
507421,255.6,192,48
507422,947.6700000000001,414,32
507423,36.8,14,2
507424,246.59,92,42
507425,360.90000000000003,174,9
507426,98.15,38,6
507427,153.6,129,27
507428,79.6,8,1
507429,190.25,59,19
507430,170.4,126,35
507431,347.58000000000004,236,18
507432,454.11,467,57
507433,306.89,253,19
507434,166.53,101,8
507435,320.95,151,22
507436,158.6,138,11
507437,80.8,12,3
507438,248.26,61,25
507440,406.32,384,4
507445,928.55,374,53
507446,151.52,166,15
507447,119.35000000000001,85,5
507449,132.62,72,10
507452,337.70000000000005,46,3
507453,605.65,227,31
507458,242.93,119,12
507459,187.99,92,19
507461,305.86,90,17
507462,304.7,166,11
507463,757.2,232,4
507464,1621.8,1908,4
507465,1393.92,192,2
507472,144.36,107,22
507477,182.1,80,7
507478,760.75,185,16
507479,313.8,268,15
507481,260.40000000000003,120,9
507483,192.15,79,12
507485,324.0,285,21
507510,373.2,166,13
507521,996.9000000000001,390,14
507536,301.09000000000003,95,11
507560,214.71,251,14
507564,176.81,57,11
507584,59.7,6,1
507586,436.46999999999997,245,55
507589,116.2,60,7
507591,320.95,145,21
507593,105.0,28,3
507594,334.0,200,7
507595,272.75,63,16
507597,481.3,344,28
507600,549.1,170,23
507606,189.74,115,33
507608,231.66,210,14
507610,102.31,129,6
507611,118.45,41,10
507613,286.12,172,48
507614,254.45,177,15
507615,245.1,314,12
507616,429.5,210,3
507617,250.29000000000002,92,19
507619,372.89,295,19
507620,821.6,547,14
507621,151.42,36,8
507622,304.38,117,43
507624,1192.64,622,46
507634,1149.37,761,23
507635,314.68,102,16
507636,32.550000000000004,9,2
507639,309.55,105,13
507640,91.5,21,4
507641,135.39,62,16
507642,314.25,159,6
507643,293.15,47,10
507646,351.14000000000004,234,5
507647,369.21000000000004,193,10
507648,142.5,102,5
507654,353.42,682,20
507659,306.0,36,1
507660,944.5,335,111
507664,293.06,130,16
507666,303.95,238,18
507667,621.2,582,93
507668,308.6,212,14
507669,488.7,233,23
507673,927.5500000000001,593,55
507674,260.18,137,13
507676,71.94,10,2
507678,319.45,181,11
507682,146.16,96,3
507685,417.6,288,1
507687,837.11,370,53
507689,339.8,112,7
507690,128.6,56,6
507691,372.8,173,42
507692,259.74,48,7
507693,521.0,104,14
507694,250.21,119,12
507695,82.98,78,5
507696,170.05,45,10
507697,499.48,498,27
507698,1041.51,627,57
507699,120.32,92,10
507700,314.79,235,20
507701,96.05000000000001,60,18
507703,139.65,43,12
507705,266.6,188,6
507706,55.35,21,3
507707,1926.4,2359,67
507710,1069.42,978,78
507713,246.54000000000002,94,15
507715,1244.6,1120,18
507728,790.38,473,26
507732,163.75,71,8
507735,411.51,143,46
507736,381.52000000000004,238,12
507737,315.81,138,58
507749,100.8,48,1
507750,290.81,120,21
507768,295.08,128,10
507791,254.0,40,4
507792,187.5,50,1
507793,324.51,377,12
507794,562.55,923,15
507818,319.90000000000003,386,14
507819,141.85,57,8
507821,205.72,143,18
507837,681.41,721,48
507838,698.87,445,72
507839,43.65,19,3
507840,107.2,87,24
507841,318.40000000000003,542,10
507842,272.23,256,15
507843,679.98,126,25
507844,88.5,30,1
507845,2174.1,694,27
507846,121.35000000000001,97,7
507847,435.85,571,31
507848,123.34,66,6
507879,344.7,418,82
507880,515.61,144,18
507883,343.87,93,13
507888,352.91,179,24
507889,170.79999999999998,105,29
507891,59.4,36,1
507914,276.65999999999997,388,12
507915,306.5,274,20
507916,670.8000000000001,140,3
507917,190.5,30,1
507918,632.5,394,4
507920,310.9,158,17
507921,135.6,168,14
507922,88.7,69,6
507923,621.93,569,35
507924,516.08,380,5
507926,424.76,210,23
507943,121.74000000000001,178,4
507975,1980.0,1200,5
507996,4997.44,3775,66
507997,69.6,48,1
507998,606.28,381,13
507999,637.2,331,34
508002,360.5,52,4
508003,241.22,158,68
508012,394.83,281,19
508037,146.34,42,31
508038,646.85,471,36
508039,192.64,166,31
508040,413.56,320,23
508043,162.4,50,6
508045,572.96,275,19
508048,552.4,309,41
508049,212.0,200,1
508050,1676.3300000000002,583,17
508051,309.45,73,16
508052,740.7,172,29
508053,535.37,147,16
508054,126.74,75,21
508055,264.05,67,14
508058,15.0,4,4
508059,312.3,273,19
508060,727.39,271,54
508061,192.96000000000004,142,6
508062,344.87,204,20
508063,22.5,6,3
508064,719.8,112,13
508065,355.46000000000004,138,13
508066,101.7,16,8
508067,94.25,35,5
508068,267.61,167,16
508069,256.0,86,8
508070,515.8000000000001,136,23
508071,75.72,288,7
508072,445.66,200,42
508073,310.74,155,22
508074,267.59,108,30
508075,30.0,1,1
508078,336.03999999999996,1636,3
508079,782.0600000000001,584,64
508080,768.44,612,5
508081,206.44,196,2
508082,1024.8,896,5
508084,501.03999999999996,1736,4
508086,120.0,168,2
508087,120.0,168,2
508088,240.0,336,2
508089,120.0,168,2
508090,120.0,168,2
508092,215.04,216,37
508093,237.28,128,11
508094,2532.82,1796,11
508095,4798.8,3560,11
508096,4815.8,3564,11
508097,732.4200000000001,430,33
508098,1466.38,974,24
508099,63.419999999999995,232,4
508100,336.55,221,20
508101,755.42,310,19
508102,300.90000000000003,104,14
508103,115.08000000000001,100,4
508104,712.28,256,3
508105,525.24,1854,8
508106,516.8,200,32
508107,175.9,54,3
508108,323.79,176,19
508117,230.1,166,9
508147,1236.6000000000001,1164,9
508150,393.62,152,18
508154,140.25,55,1
508156,408.76,166,30
508173,279.67,115,26
508174,3.3,2,2
508175,314.12,170,41
508176,338.1,102,5
508177,91.80000000000001,36,3
508178,404.75,67,17
508180,249.91,93,47
508182,509.04,274,17
508183,494.01,260,26
508184,317.4,150,9
508185,146.72,83,20
508187,311.1,110,7
508188,238.8,114,15
508189,121.92,219,9
508190,549.62,308,11
508191,113.75,78,15
508192,442.15999999999997,193,21
508193,87.75,30,13
508194,489.12,680,15
508195,207.36,1152,1
508196,2026.71,609,8
508197,255.61,86,46
508198,310.83,250,19
508200,73.5,175,1
508201,78.58,50,15
508202,1835.53,537,40
508203,369.75,221,23
508211,301.92,252,17
508212,273.41,67,11
508213,157.35,33,21
508214,618.23,151,39
508215,426.2,112,17
508217,2691.59,2313,7
508219,402.91,191,28
508220,169.7,116,21
508221,168.7,72,32
508222,645.35,366,30
508223,204.2,76,19
508224,79.58,34,2
508225,185.1,76,18
508226,192.89000000000001,150,14
508235,583.5600000000001,319,24
508237,386.19,197,40
508245,856.2,90,5
508247,277.5,98,10
508248,421.8,472,23
508249,319.74,70,8
508251,1612.66,1400,59
508252,383.4,108,19
508253,413.2,184,15
508311,546.65,220,29
508328,142.15,90,24
508330,337.18,142,21
508332,189.07999999999998,90,31
508333,5106.73,5021,47
508335,120.0,1200,1
508336,164.6,76,30
508337,109.44,288,2
508339,113.15,41,7
508353,275.73,163,12
508356,7.9,2,1
508357,127.2,24,2
508359,220.75,81,13
508360,236.36,77,47
508361,180.74,96,15
508362,48.9,4,2
508366,484.73,231,5
508374,216.79999999999998,24,6
508378,539.04,1992,3
508379,250.55,63,12
508381,208.8,144,1
508382,553.92,156,28
508383,308.09999999999997,198,9
508389,15.3,6,1
508390,168.25,120,11
508395,201.65,37,11
508401,376.83000000000004,104,33
508402,120.0,102,3
508403,12.2,6,6
508408,314.98,115,17
508409,307.61,223,22
508453,148.5,22,1
508457,456.92,268,10
508460,120.93,32,11
508461,169.95000000000002,43,14
508462,36.75,14,13
508463,126.75,44,25
508464,470.62,251,21
508465,10.08,24,1
508466,92.8,76,6
508467,217.55,141,20
508468,108.75,133,4
508469,88.24,48,13
508470,611.08,281,122
508471,186.12,180,4
508472,788.63,593,19
508473,86.16,184,3
508474,217.36,191,18
508475,127.11,32,12
508477,172.79000000000002,77,15
508479,238.34,126,27
508480,148.07999999999998,36,20
508481,552.88,130,18
508482,1086.54,579,88
508483,710.24,345,174
508484,149.04,114,28
508485,142.71,111,37
508486,387.9,230,40
508487,129.19,51,44
508488,71.3,14,2
508489,39.5,10,1
508490,621.37,587,16
508491,318.16,243,91
508492,184.26,86,9
508493,202.20000000000002,77,21
508494,1489.46,1234,28
508495,98.38,50,11
508496,678.66,319,57
508497,156.06,36,9
508498,166.69,17,12
508500,483.48,103,58
508501,3681.0,2461,31
508502,1209.14,638,21
508503,237.78,125,39
508504,1281.0,829,154
508505,91.22,54,44
508506,183.84,79,48
508507,204.54,166,12
508508,641.37,367,41
508509,359.48,106,8
508521,396.55,125,5
508522,728.4,320,20
508523,648.58,332,29
508524,1193.5,552,38
508525,1012.96,664,13
508527,106.2,36,1
508529,3363.5699999999997,2221,13
508551,456.78999999999996,143,22
508581,1071.6100000000001,732,54
508592,380.58,150,18
508593,925.35,547,46
508594,1793.6,1128,8
508610,65.4,12,1
508611,172.08,89,16
508612,184.96,234,25
508614,308.8,141,72
508615,966.57,550,56
508616,143.55,65,11
508620,442.05,301,25
508621,200.53,177,14
508622,341.0,228,7
508623,107.10000000000001,18,2
508624,373.1,145,22
508625,213.9,145,25
508626,356.45,111,18
508627,115.23,67,43
508628,132.9,155,21
508629,214.75,109,22
508631,2.9,2,2
508635,381.36,249,66
508636,229.75,73,14
508637,220.0,1,1
508640,966.0,520,4
508641,290.4,168,12
508642,30.72,18,10
508644,128.7,82,4
508646,181.65,58,13
508647,60.0,48,1
508650,169.89,130,17
508652,411.88,274,55
508653,173.12,140,20
508654,2102.16,1413,127
508721,320.78,171,83
508728,200.0,1,1
508731,324.78000000000003,122,18
508732,511.73,301,35
508733,610.34,277,35
508734,64.38,28,4
508735,552.62,497,30
508736,671.97,299,39
508739,419.4,12,1
508742,480.84999999999997,180,16
508743,367.2,144,1
508744,341.28,240,9
508745,41.050000000000004,16,5
508748,6250.0,12500,3
508750,405.87,195,27
508751,158.23,153,9
508752,103.84,22,17
508753,81.55,37,6
508755,174.52,82,21
508756,660.0,400,2
508758,417.90000000000003,141,28
508759,597.52,385,28
508760,81.6,32,1
508763,186.05,94,12
508765,269.8,56,22
508766,348.25,35,1
508780,435.58,389,62
508793,40.04,24,7
508794,167.4,36,1
508795,153.0,36,1
508796,925.1600000000001,340,5
508797,166.24,62,11
508800,348.05,143,12
508801,459.71,194,35
508802,6.25,5,1
508807,102.0,24,1
508811,459.39,169,22
508821,1037.7,266,13
508822,595.17,315,30
508823,588.68,322,30
508824,334.1,218,9
508825,187.54,124,29
508840,112.94,30,30
508848,173.79000000000002,108,12
508849,122.7,42,21
508850,389.47,103,17
508851,317.5,50,5
508852,241.4,111,13
508856,382.14,226,3
508858,186.26999999999998,77,43
508861,319.71,148,64
508864,1314.34,698,129
508866,13.2,24,1
508867,310.35,91,2
508868,34.5,10,1
508873,348.59,395,27
508874,449.84,214,60
508879,126.11,21,8
508880,217.4,56,4
508897,179.58,298,23
508898,598.01,329,33
508899,595.94,268,7
508900,301.63,117,21
508901,323.31,284,23
508904,245.48000000000002,320,18
508905,160.4,120,6
508906,222.46,105,15
508907,310.62,406,9
508908,349.8,108,3
508909,349.8,788,2
508910,227.25,83,11
508912,146.3,78,5
508914,356.07,261,15
508915,284.67,103,14
508917,7.5,6,1
508918,145.2,88,1
508919,334.56,144,3
508920,40.0,32,1
508921,110.3,100,5
508923,27.15,38,8
508924,187.84,72,17
508925,219.84,224,2
508950,120.60000000000001,72,2
508953,100.8,96,2
508958,317.5,50,1
508962,388.94,140,18
508964,384.74,346,15
508972,788.61,536,81
508986,693.48,456,26
508993,233.04999999999998,159,14
508994,353.14,226,21
508995,395.58,276,16
508996,311.65,135,12
508997,197.8,100,46
508998,162.07,165,40
508999,150.34,128,32
509000,403.3,160,21
509001,162.07,165,40
509002,307.90000000000003,94,8
509008,269.84,430,12
509011,299.75,5,5
509012,243.65,65,36
509014,342.12,152,18
509017,96.4,88,3
509018,4.2,10,1
509019,133.35,47,31
509020,60.55,5,3
509021,782.8000000000001,146,29
509022,386.3,64,8
509023,147.86,58,11
509024,87.80000000000001,40,5
509026,258.1,82,6
509027,528.5600000000001,170,73
509028,393.49,176,23
509029,891.1700000000001,199,23
509030,463.96,319,66
509031,174.03,100,21
509032,109.2,24,8
509033,484.68,192,73
509035,402.1,192,18
509037,1000.0,800,1
509038,353.4,207,12
509039,389.1,119,21
509040,325.59000000000003,134,16
509041,476.89000000000004,313,28
509043,202.5,54,4
509044,91.8,60,4
509046,9.3,2,1
509047,416.8,208,5
509049,136.2,74,9
509050,1088.2,571,76
509051,165.33,84,20
509055,434.90000000000003,304,11
509061,465.00000000000006,100,1
509071,339.85,191,17
509100,428.87,254,92
509115,1215.73,841,59
509117,314.54,167,50
509118,609.98,174,23
509133,344.92,52,23
509134,212.3,85,28
509136,247.19,105,15
509137,111.85,23,6
509139,405.29,245,24
509141,214.65,165,11
509142,548.92,221,12
509143,184.85,23,5
509145,113.2,74,19
509146,312.38,118,20
509148,149.63,41,15
509150,105.85,32,15
509151,272.56,233,57
509152,0.85,1,1
509153,1442.32,2488,19
509154,272.3,61,7
509155,434.96,280,64
509156,617.83,319,72
509157,509.71999999999997,408,12
509158,88.36,48,27
509159,226.29,115,39
509160,81.12,48,1
509161,384.96,301,54
509163,202.87,199,10
509164,365.55,189,21
509165,1109.4,526,62
509166,687.93,421,33
509167,295.55,189,19
509168,63.5,10,1
509169,50.88,48,1
509170,433.12,132,10
509173,495.24,296,30
509175,343.4,64,21
509178,306.70000000000005,146,10
509184,354.47,176,60
509185,9.95,1,1
509186,641.74,252,28
509187,943.97,861,51
509188,404.44,294,27
509189,337.74,260,21
509191,141.57999999999998,116,9
509193,271.46000000000004,136,5
509194,51.0,14,3
509195,282.75,195,18
509196,943.95,465,44
509197,445.87,145,39
509198,1109.75,275,24
509199,634.77,248,27
509200,320.23,193,18
509201,59.6,20,4
509202,14.85,3,1
509204,657.4,212,5
509209,347.13,231,25
509210,1318.63,418,49
509211,216.24,204,1
509212,392.98,206,10
509213,360.23,151,22
509216,2062.66,486,30
509217,206.19,89,11
509235,89.0,42,15
509273,37.6,6,6
509276,42.5,5,1
509278,296.27,81,10
509279,264.5,110,2
509284,300.6,161,12
509294,183.6,72,1
509300,488.21000000000004,303,22
509311,617.38,454,29
509313,30.6,12,1
509322,255.25,123,14
509340,470.15,120,6
509348,267.83,65,16
509350,308.0,54,35
509351,574.6999999999999,102,9
509352,5782.0,1600,11
509354,37.6,6,6
509355,151.9,82,9
509356,501.17,253,42
509373,158.55,470,30
509374,305.28,427,14
509375,15.0,1,1
509378,398.18,185,20
509379,188.25,23,7
509381,15.9,2,1
509383,371.14,84,15
509385,659.66,378,30
509386,600.05,463,28
509388,545.4499999999999,273,24
509389,722.5,318,111
509390,114.88,41,13
509392,357.0,250,29
509393,151.07,72,25
509394,516.6999999999999,338,17
509395,302.92,82,16
509396,590.58,246,18
509397,277.97,78,19
509398,632.95,107,22
509399,169.32,54,9
509400,597.8,291,49
509401,326.85,39,16
509402,187.12,57,38
509403,463.23,221,20
509404,1503.84,368,19
509405,896.16,884,11
509406,75.76,25,18
509407,264.15,80,24
509408,898.03,547,64
509409,360.08,82,17
509410,409.58,161,39
509411,235.56,156,6
509412,347.96000000000004,140,21
509413,336.66,247,27
509415,351.1,158,20
509416,732.6,294,106
509417,164.66,69,31
509418,60.45,31,5
509420,94.05,19,3
509421,115.25,68,16
509422,1209.95,508,72
509423,9.3,6,1
509424,166.14,351,27
509425,352.71000000000004,149,22
509426,25.2,16,2
509427,64.63,69,6
509428,114.17,72,50
509429,406.1,162,20
509430,363.6,281,23
509431,418.38,210,26
509432,311.88,144,13
509433,295.85,137,16
509435,246.5,113,28
509437,6802.48,4402,87
509438,629.4,377,40
509439,422.40000000000003,328,18
509440,849.43,588,37
509441,108.88,76,27
509442,406.93,218,14
509443,201.6,384,5
509444,464.4,528,33
509445,299.81,123,18
509447,394.32,387,14
509448,91.8,48,6
509450,409.70000000000005,213,18
509451,279.25,119,17
509452,337.44,192,16
509453,1184.08,738,37
509454,893.74,702,41
509455,168.77,205,13
509456,695.37,169,29
509457,89.25,15,3
509458,93.8,58,6
509459,236.35,43,10
509460,1195.42,737,73
509461,734.72,496,13
509462,103.5,58,6
509463,98.84,32,7
509464,419.55,273,17
509465,290.6,224,21
509466,141.9,122,5
509467,337.85,99,11
509468,243.4,62,6
509469,69.17,63,4
509470,115.31,61,9
509471,153.65,65,30
509472,10877.18,17766,16
509476,560.71,505,48
509515,169.85,63,17
509518,28.81,11,4
509529,251.25,172,36
509531,1224.12,1560,9
509532,39.8,4,1
509534,76.32000000000001,72,1
509535,580.13,269,33
509536,550.42,358,30
509538,184.68,156,7
509540,168.31,69,7
509542,108.5,46,5
509544,302.95,97,11
509545,304.79999999999995,156,13
509548,301.12,309,21
509564,104.55,63,10
509565,420.36,220,25
509566,140.32999999999998,75,10
509567,640.82,604,46
509568,302.5,174,22
509569,338.6,153,28
509572,59.92,8,1
509573,304.12,106,15
509574,744.82,360,38
509575,119.05,73,9
509576,351.26,158,11
509577,280.11,154,32
509578,416.5,134,11
509579,165.06,88,11
509580,90.8,112,11
509581,752.78,450,43
509582,205.19,169,14
509595,594.66,398,11
509596,718.99,225,25
509597,192.9,66,5
509598,274.95,554,12
509600,469.70000000000005,146,25
509601,328.78000000000003,198,35
509606,124.25,109,6
509607,124.25,109,6
509609,261.5,162,15
509610,427.85,305,23
509615,774.25,535,50
509616,36.9,6,2
509617,325.32,372,4
509618,179.05,119,5
509621,642.93,623,38
509623,150.3,58,6
509625,180.2,72,10
509627,622.04,655,34
509631,398.63,235,20
509634,350.15999999999997,587,16
509635,398.7,244,26
509636,810.86,850,7
509637,305.15,89,17
509639,71.7,6,3
509640,127.74,63,23
509641,326.4,128,1
509644,80.0,2,1
509645,385.95,176,19
509646,1.65,1,1
509647,215.10000000000002,58,21
509648,393.32,456,22
509649,1056.0,2640,6
509660,289.65000000000003,159,15
509668,1146.7,522,89
509669,15.0,1,1
509686,559.85,248,39
509700,361.68,484,23
509707,1.7,2,1
509737,228.45,142,14
509738,984.65,467,30
509739,378.26,417,23
509740,36.13,21,9
509741,8.5,2,1
509743,979.05,459,167
509745,117.11,93,37
509746,478.93,331,10
509747,35.7,6,1
509748,426.24,190,28
509749,310.83,141,16
509751,949.56,472,30
509752,572.88,232,7
509753,34.0,8,1
509754,321.02,162,8
509759,1078.81,304,52
509764,290.62,107,15
509765,1000.7,465,42
509766,187.63,83,23
509767,138.93,65,19
509768,191.15,93,11
509769,95.5,60,8
509773,133.05,47,9
509779,7.97,1,1
509798,148.75,104,4
509810,150.83,107,17
509822,234.39000000000001,169,18
509849,610.87,575,36
509850,945.0,355,52
509851,1389.26,656,69
509852,125.75,29,2
509854,523.62,1082,4
509855,314.4,312,5
509856,429.0,84,2
509857,308.26,401,19
509858,82.2,50,6
509859,527.23,180,18
509860,194.1,126,14
509861,24.75,15,1
509865,311.99,120,18
509867,452.44,218,28
509868,199.0,160,3
509869,303.38,90,7
509870,306.74,128,13
509871,1111.81,506,30
509873,3596.7,2466,30
509874,170.95,71,11
509891,4.25,1,1
509898,193.17000000000002,109,24
509903,127.5,50,1
509913,136.22,100,17
